player,draft_year,position,position_group,model_group,college,round,pick,draft_capital_bucket,overall_rank_in_class,position_rank_in_class,overall_class_percentile,position_class_percentile,outcome_grade_pff_powered,position_model_score,ceiling_grade,floor_grade,starter_probability,elite_probability,bust_probability,outcome_tier,hit_miss_label,draft_value_vs_grade,confidence_score,confidence_label,outlier_type,grade_explanation,historical_position_comps,historical_overall_comps,player_card_summary,projected_value,actual_value,actual_position_percentile,predicted_position_percentile,actual_outcome_level,actual_outcome_flag,miss_flag,value_flag,outcome_card_class,is_bad_miss,is_good_miss,should_have_been_drafted,should_have_pick_bucket,draft_slot_regrade,outcome_maturity,display_grade,display_grade_label,allpro,probowls,seasons_started,w_av,car_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks,career_stat_raw,career_honors_raw,career_stat_score,career_honors_score,career_impact_raw,position_success_score,global_success_score,score_mode,actual_value_to_team,current_value_to_team,prospect_similarity_score,site_display_score,site_display_score_label,good_bad_miss_type,redraft_class_rank,redraft_position_rank,should_have_been_drafted_display,v10_trait_projection_score,v10_projection_score,v10_successful_comps,v10_risk_comps,site_display_score_v10,site_display_score_label_v10,v10_projection_tier,v10_projection_explanation,projection_status,projection_badge,projection_basis,career_projection_score_5_10,career_projection_label,career_projection_range,career_projection_basis
Eric Bieniemy,1991.0,RB,RB,RB,Colorado,2.0,39.0,Round 2 pick,54.0,5.0,75.8,86.7,68.3,79.3,72.4,52.5,0.521,0.518,0.475,Rotational / contributor profile,Useful contributor,Fair value,66.0,Low-medium confidence,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Thurman Thomas (1988, RB, score 67.8) | Leroy Hoard (1990, RB, score 68.2) | Tony Jeffery (1988, RB, score 67.3) | Greg Allen (1985, RB, score 68.9) | Kenneth Davis (1986, RB, score 67.2)","Ron Francis (1987, DB, score 68.6) | Ralph Norwood (1989, T, score 68.5) | Thurman Thomas (1988, RB, score 67.8) | Jeff Bregel (1987, G, score 68.9) | Leroy Hoard (1990, RB, score 68.2)","Eric Bieniemy (1991, RB, Colorado) graded 68.3. Tier: Rotational / contributor profile. Position rank in class: #5. Draft capital: Round 2 pick. Draft value read: Fair value. Model confidence: Low-medium confidence. Why: top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included.",5.7,23.0,77.0,49.2,Useful Contributor,Drafted about right,neutral,neutral,card-neutral,False,False,Round 2 caliber,64.0,Drafted about right,mature,68.4,Actual Value Score,0.0,0.0,0.0,23.0,,6.0,142.0,0.0,2.0,0.0,0.0,0.0,387.0,1589.0,11.0,146.0,1223.0,0.0,,,,96.88467670270803,23.83275057562597,67.9,72.1,152.68608231522273,68.8,67.7,actual_value,68.8,65.0,69.7,68.4,Actual Value Score,neutral,53.0,7.0,Class #53 / RB #7,62.3,62.3,,,68.4,Actual Value Score,Rotational / contributor profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,68.4,Rotational contributor / developmental starter,68.4,Actual NFL career value
Nick Bell,1991.0,RB,RB,RB,Iowa,2.0,43.0,Round 2 pick,47.0,4.0,79.2,90.0,71.2,83.2,75.3,53.7,0.525,0.515,0.463,Rotational / contributor profile,Useful contributor,Fair value,58.0,Low-medium confidence,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Christian Okoye (1987, RB, score 71.1) | Eric Ball (1989, RB, score 71.1) | Harold Green (1990, RB, score 70.6) | Anthony Toney (1986, RB, score 70.0) | Kenny Flowers (1987, RB, score 70.8)","Bobby Watkins (1982, DB, score 71.2) | Vince Buck (1990, DB, score 71.3) | Randy Grimes (1983, C, score 71.1) | Chris Burkett (1985, WR, score 70.8) | Vincent Brown (1988, LB, score 71.9)","Nick Bell (1991, RB, Iowa) graded 71.2. Tier: Rotational / contributor profile. Position rank in class: #4. Draft capital: Round 2 pick. Draft value read: Fair value. Model confidence: Low-medium confidence. Why: top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included.",5.8,8.0,54.8,49.7,Useful Contributor,Drafted too early,neutral,neutral,card-neutral,False,False,Early Day 3 caliber,150.0,Drafted too early,mature,42.0,Actual Value Score,0.0,0.0,0.0,8.0,,8.0,35.0,0.0,0.0,0.0,0.0,0.0,226.0,853.0,7.0,21.0,213.0,0.0,,,,83.32613415069707,11.832159566199232,55.3,36.9,105.47663457590716,60.5,59.8,actual_value,60.5,60.0,70.2,42.0,Actual Value Score,neutral,141.0,16.0,Class #141 / RB #16,61.5,61.5,,,42.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,42.0,Long-shot / replacement-level projection,42.0,Actual NFL career value
Ricky Watters,1991.0,RB,RB,RB,Notre Dame,2.0,45.0,Round 2 pick,59.0,6.0,73.5,83.3,67.3,77.9,71.3,52.7,0.519,0.514,0.473,Rotational / contributor profile,Useful contributor,Fair value,66.0,Low-medium confidence,positive_outlier_exceeded_projection,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Kenneth Davis (1986, RB, score 67.2) | Leroy Hoard (1990, RB, score 68.2) | Tony Jeffery (1988, RB, score 67.3) | Thurman Thomas (1988, RB, score 67.8) | Lars Tate (1988, RB, score 68.4)","Frank Stams (1989, LB, score 67.2) | Donald Evans (1987, DE, score 67.4) | Walter Johnson (1987, LB, score 67.6) | Kenny Davidson (1990, DE, score 67.6) | Kenneth Davis (1986, RB, score 67.2)","Ricky Watters (1991, RB, Notre Dame) graded 67.3. Tier: Rotational / contributor profile. Position rank in class: #6. Draft capital: Round 2 pick. Draft value read: Fair value. Model confidence: Low-medium confidence. Why: top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included.",5.6,100.0,99.1,49.1,Useful Contributor,Major value,neutral,good_miss,card-good-miss,False,False,Top-5 caliber,5.0,Major value,mature,86.5,Actual Value Score,0.0,5.0,9.0,100.0,,43.0,144.0,1.0,2.0,1.0,1.0,0.0,2622.0,10643.0,78.0,467.0,4248.0,13.0,,,,150.6152367596923,76.0,98.9,97.3,272.93870733744757,87.2,85.3,actual_value,87.2,72.9,69.6,86.5,Actual Value Score,good_miss,4.0,1.0,Class #4 / RB #1,61.2,61.2,,,86.5,Actual Value Score,High-end starter profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,86.5,Above-average long-term starter,86.5,Actual NFL career value
Aaron Craver,1991.0,RB,RB,RB,Fresno St.,3.0,60.0,Round 2 pick,70.0,8.0,68.8,76.7,63.8,73.2,67.5,52.4,0.512,0.505,0.476,Rotational / contributor profile,Useful contributor,Fair value,66.0,Low-medium confidence,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Allen Pinkett (1986, RB, score 65.1) | Barry Word (1986, RB, score 65.1) | Keith Woodside (1988, RB, score 61.3) | Tom Rathman (1986, RB, score 65.9) | Rueben Mayes (1986, RB, score 61.5)","Tyrone Davis (1985, DB, score 63.7) | Vann McElroy (1982, DB, score 63.9) | Kevin Walker (1988, LB, score 64.1) | Ben Tamburello (1987, G, score 63.7) | David Brandon (1987, LB, score 64.7)","Aaron Craver (1991, RB, Fresno St.) graded 63.8. Tier: Rotational / contributor profile. Position rank in class: #8. Draft capital: Round 2 pick. Draft value read: Fair value. Model confidence: Low-medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",5.5,18.0,71.2,48.6,Useful Contributor,Drafted about right,neutral,neutral,card-neutral,False,False,Round 2 caliber,64.0,Drafted about right,mature,68.1,Actual Value Score,0.0,0.0,4.0,18.0,,4.0,103.0,0.0,2.0,0.0,0.0,0.0,243.0,966.0,10.0,170.0,1364.0,4.0,,,,96.46170538732542,28.29778313018444,67.6,80.7,150.57811721495477,68.5,67.4,actual_value,68.5,58.8,69.1,68.1,Actual Value Score,neutral,57.0,9.0,Class #57 / RB #9,60.1,60.1,,,68.1,Actual Value Score,Rotational / contributor profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,68.1,Rotational contributor / developmental starter,68.1,Actual NFL career value
Ricky Ervins,1991.0,RB,RB,RB,USC,3.0,76.0,Day 2 pick,77.0,9.0,65.4,73.3,61.5,70.1,65.1,51.3,0.508,0.503,0.487,Rotational / contributor profile,Useful contributor,Fair Day 2 value,66.0,Low-medium confidence,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Robert Drummond (1989, RB, score 61.2) | Jamie Mueller (1987, RB, score 61.5) | Ricky Moore (1985, RB, score 60.4) | Steve Smith (1987, RB, score 62.1) | Bob Perryman (1987, RB, score 60.5)","Len Bell (1987, DB, score 61.5) | Charles Benson (1983, DE, score 61.6) | Robert Drummond (1989, RB, score 61.2) | Jamie Mueller (1987, RB, score 61.5) | Onzy Elam (1987, LB, score 61.2)","Ricky Ervins (1991, RB, USC) graded 61.5. Tier: Rotational / contributor profile. Position rank in class: #9. Draft capital: Day 2 pick. Draft value read: Fair Day 2 value. Model confidence: Low-medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",5.4,23.0,77.0,48.3,Useful Contributor,Drafted about right,neutral,neutral,card-neutral,False,False,Round 2 caliber,64.0,Drafted about right,mature,68.0,Actual Value Score,0.0,0.0,1.0,23.0,,22.0,76.0,0.0,0.0,0.0,0.0,0.0,554.0,2114.0,8.0,117.0,870.0,2.0,,,,98.53396941087766,21.435595774162696,70.0,67.0,149.76689126125302,68.3,67.3,actual_value,68.3,59.5,61.1,68.0,Actual Value Score,neutral,56.0,8.0,Class #56 / RB #8,54.6,54.6,,,68.0,Actual Value Score,Rotational / contributor profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,68.0,Rotational contributor / developmental starter,68.0,Actual NFL career value
Robert Wilson,1991.0,RB,RB,RB,Texas A&M,3.0,80.0,Day 2 pick,69.0,7.0,69.2,80.0,64.1,73.7,67.9,52.3,0.511,0.504,0.477,Rotational / contributor profile,Useful contributor,Fair Day 2 value,66.0,Low-medium confidence,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Steve Smith (1987, RB, score 62.1) | Jamie Mueller (1987, RB, score 61.5) | Robert Drummond (1989, RB, score 61.2) | Tim Manoa (1987, RB, score 60.6) | Barry Word (1986, RB, score 65.1)","Greg McMurtry (1990, WR, score 64.4) | Rodney Bellinger (1984, DB, score 64.1) | Robert Abraham (1982, LB, score 64.6) | Bill Romanowski (1988, LB, score 63.1) | Tony Lilly (1984, DB, score 63.4)","Robert Wilson (1991, RB, Texas A&M) graded 64.1. Tier: Rotational / contributor profile. Position rank in class: #7. Draft capital: Day 2 pick. Draft value read: Fair Day 2 value. Model confidence: Low-medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",5.5,2.0,32.6,48.7,Useful Contributor,Drafted too early,neutral,neutral,card-neutral,True,False,Late Day 3 / priority depth,220.0,Drafted too early,mature,32.0,Actual Value Score,0.0,0.0,1.0,2.0,,2.0,51.0,0.0,0.0,0.0,0.0,0.0,45.0,183.0,0.0,23.0,129.0,3.0,,,,59.78619102737639,18.2828568570857,33.4,57.8,74.03988201364592,54.3,53.9,actual_value,54.3,50.6,61.5,32.0,Actual Value Score,neutral,160.0,19.0,Class #160 / RB #19,53.3,53.3,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
Chuck Webb,1991.0,FB,RB,RB,Tennessee,3.0,81.0,Day 2 pick,80.0,10.0,64.3,70.0,60.9,69.3,64.6,51.4,0.507,0.506,0.486,Rotational / contributor profile,Useful contributor,Fair Day 2 value,66.0,Low-medium confidence,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Tim Manoa (1987, RB, score 60.6) | Bob Perryman (1987, RB, score 60.5) | Speedy Neal (1984, RB, score 60.2) | Jamie Mueller (1987, RB, score 61.5) | Robert Drummond (1989, RB, score 61.2)","Tim Manoa (1987, RB, score 60.6) | Tony Caldwell (1983, LB, score 60.5) | Sean McNanie (1984, DE, score 60.6) | Bob Perryman (1987, RB, score 60.5) | Todd Seabaugh (1983, LB, score 60.4)","Chuck Webb (1991, FB, Tennessee) graded 60.9. Tier: Rotational / contributor profile. Position rank in class: #10. Draft capital: Day 2 pick. Draft value read: Fair Day 2 value. Model confidence: Low-medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",5.4,0.0,9.7,48.3,Useful Contributor,Drafted too early,neutral,neutral,card-neutral,True,False,Late Day 3 / priority depth,220.0,Drafted too early,mature,32.0,Actual Value Score,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.8284271247461903,3.4,3.2,3.5355339059327378,35.0,35.0,actual_value,35.0,48.7,61.0,32.0,Actual Value Score,neutral,166.0,20.0,Class #166 / RB #20,53.3,53.3,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
Randy Baldwin,1991.0,RB,RB,RB,Mississippi,4.0,92.0,Day 2 pick,122.0,14.0,45.2,56.7,48.0,51.4,50.8,50.1,0.497,0.489,0.499,Depth / replacement-level profile,Replacement/depth outcome,Day 2 miss,73.0,Medium confidence,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"John Farley (1984, RB, score 46.4) | Jamie Morris (1988, RB, score 47.6) | George Wonsley (1984, RB, score 50.6) | Joe Carter (1984, RB, score 49.9) | Michael Williams (1983, RB, score 53.7)","Thomas Everett (1987, DB, score 48.7) | Mark Robinson (1984, DB, score 48.8) | Ty Allert (1986, LB, score 47.1) | Stan Petry (1989, DB, score 48.8) | Randy Robbins (1984, DB, score 49.1)","Randy Baldwin (1991, RB, Mississippi) graded 48.0. Tier: Depth / replacement-level profile. Position rank in class: #14. Draft capital: Day 2 pick. Draft value read: Day 2 miss. Model confidence: Medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",5.1,3.0,37.5,47.4,Depth / Replacement,Drafted too early,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220.0,Drafted too early,mature,32.0,Actual Value Score,0.0,0.0,0.0,3.0,,0.0,65.0,0.0,0.0,0.0,0.0,0.0,74.0,231.0,0.0,6.0,50.0,1.0,,,,57.36937587150346,16.1245154965971,31.1,51.5,79.05116803712951,55.4,54.9,actual_value,55.4,44.7,59.0,32.0,Actual Value Score,neutral,169.0,22.0,Class #169 / RB #22,53.4,53.4,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
Curvin Richards,1991.0,RB,RB,RB,Pittsburgh,4.0,97.0,Day 2 pick,105.0,12.0,52.9,63.3,53.2,58.7,56.4,50.3,0.499,0.496,0.497,Depth / replacement-level profile,Replacement/depth outcome,Day 2 miss,73.0,Medium confidence,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Eddie Fuller (1990, RB, score 54.2) | Michael Williams (1983, RB, score 53.7) | Lewis Tillman (1989, RB, score 54.7) | Dave D'Addio (1984, RB, score 54.4) | Troy Stradford (1987, RB, score 55.5)","Sammy Martin (1988, WR, score 53.2) | Doug Gaynor (1986, QB, score 53.1) | Tom Andrews (1984, T, score 53.8) | August Curley (1983, LB, score 52.9) | John Dorsey (1984, LB, score 52.7)","Curvin Richards (1991, RB, Pittsburgh) graded 53.2. Tier: Depth / replacement-level profile. Position rank in class: #12. Draft capital: Day 2 pick. Draft value read: Day 2 miss. Model confidence: Medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",5.2,2.0,32.6,47.6,Depth / Replacement,Drafted too early,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220.0,Drafted too early,mature,32.0,Actual Value Score,0.0,0.0,0.0,2.0,,2.0,12.0,0.0,0.0,0.0,0.0,0.0,55.0,181.0,1.0,3.0,8.0,0.0,,,,53.22372722862302,6.928203230275509,28.0,17.5,58.049702650569515,50.9,50.7,actual_value,50.9,44.1,59.8,32.0,Actual Value Score,neutral,168.0,21.0,Class #168 / RB #21,52.7,52.7,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
Jon Vaughn,1991.0,RB,RB,RB,Michigan,5.0,112.0,Early Day 3 pick,101.0,11.0,54.5,66.7,54.0,59.8,57.4,50.2,0.499,0.5,0.498,Depth / replacement-level profile,Replacement/depth outcome,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Larry Centers (1990, FB, score 53.3) | William Howard (1988, RB, score 52.4) | Andre Hardy (1984, RB, score 52.4) | Pat Chaffey (1990, RB, score 52.5) | Bobby Joe Edmonds (1986, RB, score 54.3)","Eric Andolsek (1988, G, score 54.8) | Jon Melander (1990, G, score 53.1) | Larry Centers (1990, FB, score 53.3) | Kevin Greene (1985, LB, score 55.2) | Dwayne Jiles (1985, LB, score 53.6)","Jon Vaughn (1991, RB, Michigan) graded 54.0. Tier: Depth / replacement-level profile. Position rank in class: #11. Draft capital: Early Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",5.2,9.0,56.9,47.6,Depth / Replacement,Drafted about right,neutral,neutral,card-neutral,False,False,Early Day 3 caliber,150.0,Drafted about right,mature,52.0,Actual Value Score,0.0,0.0,0.0,9.0,,6.0,61.0,1.0,2.0,13.0,1.0,0.0,207.0,846.0,4.0,23.0,178.0,1.0,,,,81.49576297473871,15.620499351813308,52.9,50.0,112.52152383475844,61.8,61.0,actual_value,61.8,46.8,51.5,52.0,Actual Value Score,neutral,121.0,15.0,Class #121 / RB #15,51.5,51.5,,,52.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,52.0,Long-shot / replacement-level projection,52.0,Actual NFL career value
Greg Lewis,1991.0,RB,RB,RB,Washington,5.0,115.0,Early Day 3 pick,112.0,13.0,49.8,60.0,50.2,54.5,53.3,50.0,0.497,0.496,0.5,Depth / replacement-level profile,Replacement/depth outcome,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Joe McIntosh (1985, RB, score 50.2) | Jamie Lawson (1989, RB, score 50.9) | Andre Hardy (1984, RB, score 52.4) | Vince Workman (1989, RB, score 50.9) | William Howard (1988, RB, score 52.4)","Joe McIntosh (1985, RB, score 50.2) | Vernon Joines (1989, WR, score 49.9) | Charles Dimry (1988, DB, score 50.4) | Jamie Lawson (1989, RB, score 50.9) | Roy Banks (1987, WR, score 49.0)","Greg Lewis (1991, RB, Washington) graded 50.2. Tier: Depth / replacement-level profile. Position rank in class: #13. Draft capital: Early Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",5.1,5.0,45.5,47.5,Depth / Replacement,Drafted about right,neutral,neutral,card-neutral,False,False,Early Day 3 caliber,150.0,Drafted about right,mature,42.0,Actual Value Score,0.0,0.0,0.0,5.0,,5.0,32.0,0.0,1.0,0.0,0.0,0.0,172.0,644.0,8.0,6.0,39.0,0.0,,,,76.96277652043894,11.31370849898476,48.8,34.2,91.24837254427013,57.8,57.2,actual_value,57.8,44.5,50.9,42.0,Actual Value Score,neutral,148.0,17.0,Class #148 / RB #17,49.3,49.3,,,42.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,42.0,Long-shot / replacement-level projection,42.0,Actual NFL career value
Erric Pegram,1991.0,RB,RB,RB,North Texas,6.0,145.0,Early Day 3 pick,150.0,19.0,32.6,40.0,38.4,38.0,40.6,49.3,0.491,0.485,0.507,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Steve Bartalo (1987, RB, score 37.8) | Carl Painter (1988, RB, score 37.7) | Dwight Beverly (1984, RB, score 40.6) | Warren Williams (1988, RB, score 39.8) | Heath Sherman (1989, RB, score 40.3)","Steve Bartalo (1987, RB, score 37.8) | Mark Stock (1989, WR, score 39.2) | Bob Thompson (1986, WR, score 39.0) | Carl Painter (1988, RB, score 37.7) | Chris Washington (1984, LB, score 39.1)","Erric Pegram (1991, RB, North Texas) graded 38.4. Tier: Low-probability profile. Position rank in class: #19. Draft capital: Early Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",5.0,30.0,83.3,46.8,Miss,Drafted too late,neutral,neutral,card-neutral,False,False,Round 2 caliber,64.0,Drafted too late,mature,70.7,Actual Value Score,0.0,0.0,3.0,30.0,,17.0,103.0,0.0,0.0,0.0,0.0,0.0,855.0,3398.0,13.0,116.0,833.0,1.0,,,,105.25634898196512,27.22598636045995,77.3,78.9,166.15782141606238,71.1,69.9,actual_value,71.1,44.2,49.1,70.7,Actual Value Score,neutral,43.0,4.0,Class #43 / RB #4,49.2,49.2,,,70.7,Actual Value Score,Rotational / contributor profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,70.7,Rotational contributor / developmental starter,70.7,Actual NFL career value
Walter Dean,1991.0,RB,RB,RB,Grambling St.,6.0,149.0,Early Day 3 pick,156.0,21.0,29.9,33.3,37.6,36.9,39.8,49.2,0.49,0.486,0.508,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Steve Bartalo (1987, RB, score 37.8) | Carl Painter (1988, RB, score 37.7) | Warren Williams (1988, RB, score 39.8) | Dwight Beverly (1984, RB, score 40.6) | Heath Sherman (1989, RB, score 40.3)","Steve Bartalo (1987, RB, score 37.8) | Carl Painter (1988, RB, score 37.7) | Sean Vanhorse (1990, DB, score 38.8) | Joe Krakoski (1985, LB, score 36.7) | Victor Oatis (1983, WR, score 36.2)","Walter Dean (1991, RB, Grambling St.) graded 37.6. Tier: Low-probability profile. Position rank in class: #21. Draft capital: Early Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",5.0,0.0,9.7,46.8,Miss,Drafted too early,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220.0,Drafted too early,mature,32.0,Actual Value Score,0.0,0.0,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,3.4,13.5,7.5,35.5,36.7,actual_value,35.5,33.2,49.0,32.0,Actual Value Score,neutral,188.0,25.0,Class #188 / RB #25,49.1,49.1,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
Fred McAfee,1991.0,RB,RB,RB,Mississippi Col.,6.0,154.0,Late Day 3 pick,161.0,23.0,27.4,26.7,36.2,34.9,38.2,49.0,0.488,0.483,0.51,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Steve Bartalo (1987, RB, score 37.8) | Carl Painter (1988, RB, score 37.7) | Warren Williams (1988, RB, score 39.8) | Heath Sherman (1989, RB, score 40.3) | Dwight Beverly (1984, RB, score 40.6)","Kiki DeAyala (1983, LB, score 36.0) | Joe Krakoski (1985, LB, score 36.7) | Jim Huddleston (1986, G, score 36.9) | Victor Oatis (1983, WR, score 36.2) | Bob Landsee (1986, C, score 35.8)","Fred McAfee (1991, RB, Mississippi Col.) graded 36.2. Tier: Low-probability profile. Position rank in class: #23. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",4.9,9.0,56.9,46.6,Miss,Good value,neutral,good_miss,card-good-miss,False,False,Day 2 caliber,100.0,Good value,mature,66.2,Actual Value Score,0.0,1.0,0.0,9.0,,6.0,194.0,0.0,0.0,0.0,0.0,0.0,304.0,1273.0,8.0,35.0,211.0,0.0,,,,87.41122913680385,35.85677655436824,59.3,88.2,139.38728349467493,66.6,65.6,actual_value,66.6,34.9,42.0,66.2,Actual Value Score,good_miss,75.0,11.0,Class #75 / RB #11,49.5,49.5,,,66.2,Actual Value Score,Depth / replacement profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,66.2,Depth / developmental projection,66.2,Actual NFL career value
Leroy Thompson,1991.0,RB,RB,RB,Penn St.,6.0,158.0,Late Day 3 pick,139.0,17.0,37.6,46.7,42.8,44.1,45.3,49.6,0.493,0.489,0.504,Depth / replacement-level profile,Replacement/depth outcome,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Doug Lloyd (1989, RB, score 43.9) | Keith Jones (1988, RB, score 43.3) | Craig Taylor (1989, RB, score 41.5) | Heath Sherman (1989, RB, score 40.3) | Derrick Douglas (1990, RB, score 43.6)","Floyd Turner (1989, WR, score 42.7) | Eddie Anderson (1986, DB, score 42.5) | Doug Lloyd (1989, RB, score 43.9) | Howard Cross (1989, TE, score 44.2) | Ron Hester (1982, LB, score 42.1)","Leroy Thompson (1991, RB, Penn St.) graded 42.8. Tier: Depth / replacement-level profile. Position rank in class: #17. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",5.0,18.0,71.2,47.1,Depth / Replacement,Good value,neutral,good_miss,card-good-miss,False,False,Day 2 caliber,100.0,Good value,mature,66.1,Actual Value Score,0.0,0.0,0.0,18.0,,11.0,80.0,0.0,0.0,0.0,0.0,0.0,404.0,1390.0,6.0,153.0,1193.0,5.0,,,,95.87700308616064,17.88854381999832,67.3,57.3,138.36192227181445,66.4,65.4,actual_value,66.4,42.1,43.0,66.1,Actual Value Score,good_miss,74.0,10.0,Class #74 / RB #10,49.5,49.5,,,66.1,Actual Value Score,Depth / replacement profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,66.1,Depth / developmental projection,66.1,Actual NFL career value
