player,draft_year,position,position_group,model_group,college,round,pick,draft_capital_bucket,overall_rank_in_class,position_rank_in_class,overall_class_percentile,position_class_percentile,outcome_grade_pff_powered,position_model_score,ceiling_grade,floor_grade,starter_probability,elite_probability,bust_probability,outcome_tier,hit_miss_label,draft_value_vs_grade,confidence_score,confidence_label,outlier_type,grade_explanation,historical_position_comps,historical_overall_comps,player_card_summary,projected_value,actual_value,actual_position_percentile,predicted_position_percentile,actual_outcome_level,actual_outcome_flag,miss_flag,value_flag,outcome_card_class,is_bad_miss,is_good_miss,should_have_been_drafted,should_have_pick_bucket,draft_slot_regrade,outcome_maturity,display_grade,display_grade_label,allpro,probowls,seasons_started,w_av,car_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks,career_stat_raw,career_honors_raw,career_stat_score,career_honors_score,career_impact_raw,position_success_score,global_success_score,score_mode,actual_value_to_team,current_value_to_team,prospect_similarity_score,site_display_score,site_display_score_label,good_bad_miss_type,redraft_class_rank,redraft_position_rank,should_have_been_drafted_display
Rob Sims,2006,G,IOL,IOL,Ohio St.,4.0,128.0,Early Day 3 pick,114,11,50.0,50.0,53.7,58.4,56.3,51.1,0.509,0.5,0.489,Depth / replacement-level profile,Replacement/depth outcome,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Austin King (2003, C, score 53.2) | Edwin Mulitalo (1999, G, score 52.2) | Frank Garcia (1995, C, score 52.6) | Aaron Graham (1996, C, score 54.5) | Dave Wohlabaugh (1995, C, score 54.9)","Juran Bolden (1996, DB, score 53.8) | Floyd Womack (2001, T, score 53.0) | Richard Seigler (2004, LB, score 53.0) | Nicky Sualua (1997, RB, score 52.9) | Austin King (2003, C, score 53.2)","Rob Sims (2006, G, Ohio St.) graded 53.7. Tier: Depth / replacement-level profile. Position rank in class: #11. Draft capital: Early Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",14.0,46.0,81.2,51.5,Depth / Replacement,Drafted too late,neutral,neutral,card-neutral,False,False,Day 2 caliber,100,Drafted too late,mature,65.9,Actual Value Score,0.0,0.0,7.0,46.0,,13.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,32.943685019256264,50.1,76.5,147.66086346641967,65.4,66.9,actual_value,65.4,58.9,53.1,65.9,Actual Value Score,neutral,78,5,Class #78 / IOL #5
Willie Colon,2006,G,IOL,IOL,Hofstra,4.0,131.0,Early Day 3 pick,132,13,42.0,40.0,48.8,51.8,51.0,50.2,0.496,0.487,0.498,Depth / replacement-level profile,Replacement/depth outcome,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Tim Hanshaw (1995, G, score 48.3) | Edwin Mulitalo (1999, G, score 52.2) | Frank Garcia (1995, C, score 52.6) | Terry Long (1984, G, score 50.0) | Austin King (2003, C, score 53.2)","Bracy Walker (1994, DB, score 48.9) | Na Brown (1999, WR, score 48.2) | Todd Herremans (2005, T, score 48.8) | Chris Canty (2005, DE, score 49.4) | Earl Holmes (1996, LB, score 48.6)","Willie Colon (2006, G, Hofstra) graded 48.8. Tier: Depth / replacement-level profile. Position rank in class: #13. Draft capital: Early Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",13.6,40.0,76.8,50.8,Depth / Replacement,Drafted too late,neutral,neutral,card-neutral,False,False,Day 2 caliber,100,Drafted too late,mature,64.7,Actual Value Score,0.0,0.0,6.0,40.0,,28.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,29.79795897113271,50.1,69.7,140.0027217102449,64.2,65.7,actual_value,64.2,56.0,52.4,64.7,Actual Value Score,neutral,83,6,Class #83 / IOL #6
Quinn Ojinnaka,2006,G,IOL,IOL,Syracuse,5.0,139.0,Early Day 3 pick,122,12,46.5,45.0,52.2,56.3,54.1,51.9,0.509,0.476,0.481,Depth / replacement-level profile,Replacement/depth outcome,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Jacob Bell (2004, G, score 52.9) | Anthony Redmon (1994, G, score 51.1) | Bruce Collie (1985, G, score 53.8) | Lindsay Knapp (1993, G, score 51.5) | Derrick Graham (1990, G, score 52.3)","Justin Bannan (2002, DT, score 52.1) | Will Johnson (1987, LB, score 52.3) | Rodney Leisle (2004, DT, score 52.8) | Jeff Fuller (1984, DB, score 51.6) | Patrick Hape (1997, TE, score 51.9)","Quinn Ojinnaka (2006, G, Syracuse) graded 52.2. Tier: Depth / replacement-level profile. Position rank in class: #12. Draft capital: Early Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",13.6,11.0,39.3,51.2,Depth / Replacement,Drafted about right,neutral,neutral,card-neutral,False,False,Early Day 3 caliber,150,Drafted about right,mature,52.0,Actual Value Score,0.0,0.0,2.0,11.0,,8.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,21.404869997516002,50.1,47.1,95.62636690977246,56.9,58.0,actual_value,56.9,51.3,52.9,52.0,Actual Value Score,neutral,134,13,Class #134 / IOL #13
Chris Kuper,2006,G,IOL,IOL,North Dakota,5.0,161.0,Late Day 3 pick,104,10,54.4,55.0,56.8,62.5,59.6,51.1,0.514,0.511,0.489,Depth / replacement-level profile,Replacement/depth outcome,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Yusuf Scott (1999, G, score 57.2) | Brad Badger (1997, G, score 54.7) | Junius Coston (2005, G, score 57.6) | Floyd Wedderburn (1999, G, score 55.8) | Lonnie Palelei (1993, G, score 56.4)","Yusuf Scott (1999, G, score 57.2) | Steve Martin (1996, DT, score 57.5) | Mike Scifres (2003, P, score 58.4) | Junius Coston (2005, G, score 57.6) | David McMillan (2005, DE, score 57.6)","Chris Kuper (2006, G, North Dakota) graded 56.8. Tier: Depth / replacement-level profile. Position rank in class: #10. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",14.0,35.0,70.6,51.7,Depth / Replacement,Good value,neutral,good_miss,card-good-miss,False,False,Day 2 caliber,100,Good value,mature,63.8,Actual Value Score,0.0,0.0,5.0,35.0,,35.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,,,0.0,27.917937871009435,50.1,64.9,134.117918626783,63.3,64.7,actual_value,63.3,59.6,46.8,63.8,Actual Value Score,good_miss,93,8,Class #93 / IOL #8
Michael Toudouze,2006,G,IOL,IOL,TCU,5.0,162.0,Late Day 3 pick,92,7,59.5,70.0,60.4,67.6,62.9,52.8,0.518,0.49,0.472,Rotational / contributor profile,Useful contributor,Useful late-round value,66.0,Low-medium confidence,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Sean Mahan (2003, G, score 61.4) | Geoff Hangartner (2005, C, score 61.7) | Yusuf Scott (1999, G, score 57.2) | Mike Devlin (1993, C, score 61.1) | Junius Coston (2005, G, score 57.6)","Gary Walker (1995, DT, score 59.0) | Sean Mahan (2003, G, score 61.4) | Roderick Green (2004, LB, score 59.7) | Patrick Chukwurah (2001, LB, score 61.7) | Barron Tanner (1997, DT, score 60.2)","Michael Toudouze (2006, G, TCU) graded 60.4. Tier: Rotational / contributor profile. Position rank in class: #7. Draft capital: Late Day 3 pick. Draft value read: Useful late-round value. Model confidence: Low-medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",14.1,1.0,10.3,52.0,Useful Contributor,Drafted about right,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220,Drafted about right,mature,32.0,Actual Value Score,0.0,0.0,0.0,1.0,,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,50.1,10.7,26.908121055678468,42.8,43.3,actual_value,42.8,48.0,47.3,32.0,Actual Value Score,neutral,176,16,Class #176 / IOL #16
Tre Stallings,2006,G,IOL,IOL,Mississippi St.,6.0,186.0,Late Day 3 pick,193,16,15.0,25.0,32.1,28.8,33.4,47.6,0.48,0.47,0.524,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Tyson Walter (2002, C, score 30.5) | Bryan Stoltenberg (1996, C, score 34.2) | J.P. Machado (1999, G, score 30.5) | Jeremy Bridges (2003, G, score 35.6) | Justin Hartwig (2002, C, score 36.2)","Will Svitek (2005, T, score 31.9) | Shannon Taylor (2000, LB, score 32.3) | Ellis Wyms (2001, DE, score 32.3) | Dennis Stallings (1997, LB, score 32.1) | Cedric Houston (2005, RB, score 32.4)","Tre Stallings (2006, G, Mississippi St.) graded 32.1. Tier: Low-probability profile. Position rank in class: #16. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",12.6,0.0,3.7,49.2,Miss,Drafted about right,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220,Drafted about right,mature,32.0,Actual Value Score,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,50.1,1.1,2.5,35.0,35.0,actual_value,35.0,31.0,43.1,32.0,Actual Value Score,neutral,209,18,Class #209 / IOL #18
Zach Strief,2006,G,IOL,IOL,Northwestern,7.0,210.0,Late Day 3 pick,182,15,19.9,30.0,35.7,33.7,36.2,51.0,0.496,0.438,0.49,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Louis Williams (2001, C, score 34.9) | Jim Bundren (1998, G, score 33.9) | Jason Thomas (2000, G, score 35.2) | Jim Pyne (1994, G, score 37.3) | Trey Teague (1998, C, score 33.9)","Kevin Bouie (1995, RB, score 35.4) | Antwaune Ponds (1998, LB, score 35.4) | Louis Williams (2001, C, score 34.9) | Chris Akins (1999, DB, score 34.8) | Jed Weaver (1999, TE, score 34.7)","Zach Strief (2006, G, Northwestern) graded 35.7. Tier: Low-probability profile. Position rank in class: #15. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",12.9,50.0,84.4,49.5,Miss,Good value,neutral,good_miss,card-good-miss,False,False,Day 2 caliber,100,Good value,mature,66.7,Actual Value Score,0.0,0.0,6.0,50.0,,50.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,34.93756915108578,50.1,80.2,152.53833428374676,66.1,67.7,actual_value,66.1,49.4,43.6,66.7,Actual Value Score,good_miss,73,4,Class #73 / IOL #4
Chris Morris,2006,C,IOL,IOL,Michigan St.,7.0,214.0,Late Day 3 pick,211,19,7.1,10.0,25.5,19.6,26.5,47.1,0.473,0.47,0.529,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Tom Nalen (1994, C, score 25.4) | Rick DeMulling (2001, G, score 26.1) | Tom Nutten (1995, G, score 26.0) | Ben Fricke (1998, C, score 28.5) | Mark Kirchner (1983, G, score 25.1)","Mike Pringley (1999, DE, score 25.5) | Toddrick McIntosh (1994, DE, score 25.1) | Mike Archie (1996, RB, score 25.4) | Tom Nalen (1994, C, score 25.4) | Lovett Purnell (1996, TE, score 25.0)","Chris Morris (2006, C, Michigan St.) graded 25.5. Tier: Low-probability profile. Position rank in class: #19. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",12.5,5.0,26.3,48.7,Miss,Drafted too late,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220,Drafted too late,mature,52.0,Actual Value Score,0.0,0.0,1.0,5.0,,5.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,18.2828568570857,50.1,40.0,72.52283620974266,52.7,53.6,actual_value,52.7,30.8,42.1,52.0,Actual Value Score,neutral,152,14,Class #152 / IOL #14
Will Montgomery,2006,G,IOL,IOL,Virginia Tech,7.0,234.0,Late Day 3 pick,135,14,40.3,35.0,48.2,50.8,50.4,49.6,0.506,0.493,0.504,Depth / replacement-level profile,Replacement/depth outcome,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Chris Banks (1996, G, score 47.9) | Kelvin Garmon (1999, G, score 48.4) | Scott Rehberg (1997, G, score 51.3) | Dennis Norman (2001, C, score 50.4) | Chris Liwienski (1998, G, score 49.9)","Keith Adams (2001, LB, score 47.4) | Carlos Hall (2002, DE, score 48.7) | Chris Banks (1996, G, score 47.9) | Kelvin Garmon (1999, G, score 48.4) | Donnie Jones (2004, P, score 48.8)","Will Montgomery (2006, G, Virginia Tech) graded 48.2. Tier: Depth / replacement-level profile. Position rank in class: #14. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",13.4,34.0,68.9,50.7,Depth / Replacement,Good value,neutral,good_miss,card-good-miss,False,False,Day 2 caliber,100,Good value,mature,63.9,Actual Value Score,0.0,0.0,4.0,34.0,,2.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,28.97617696340303,50.1,67.2,134.76996692595736,63.4,64.8,actual_value,63.4,50.1,39.5,63.9,Actual Value Score,good_miss,94,9,Class #94 / IOL #9
Mark Setterstrom,2006,G,IOL,IOL,Minnesota,7.0,242.0,Late Day 3 pick,197,17,13.3,20.0,30.9,27.1,31.3,49.8,0.486,0.44,0.502,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Todd McClure (1999, C, score 30.7) | Eugene Amano (2004, C, score 30.1) | Will Whitticker (2005, G, score 31.6) | Dave Yovanovits (2003, G, score 31.8) | Larry Turner (2004, C, score 27.9)","Sean Manuel (1996, TE, score 30.9) | Patrick Pass (2000, FB, score 31.1) | Charles Lee (2000, WR, score 30.2) | Todd McClure (1999, C, score 30.7) | Eugene Amano (2004, C, score 30.1)","Mark Setterstrom (2006, G, Minnesota) graded 30.9. Tier: Low-probability profile. Position rank in class: #17. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",12.7,5.0,26.3,49.1,Miss,Drafted too late,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220,Drafted too late,mature,42.0,Actual Value Score,0.0,0.0,0.0,5.0,,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8.717797887081348,50.1,17.6,61.06651249723723,50.4,51.3,actual_value,50.4,33.0,36.9,42.0,Actual Value Score,neutral,165,15,Class #165 / IOL #15
Tony Palmer,2006,G,IOL,IOL,Missouri,7.0,243.0,Late Day 3 pick,216,20,4.9,5.0,22.4,15.3,23.2,46.9,0.471,0.47,0.531,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Jeff Smith (1996, C, score 25.5) | Scott Mruczkowski (2005, C, score 26.1) | Wayne Lucier (2003, G, score 26.4) | Mike Pucillo (2002, G, score 21.2) | Jeff Grau (2002, C, score 18.9)","John Burrough (1995, DE, score 22.4) | Chris Johnson (2003, DB, score 22.5) | Chris Greisen (1999, QB, score 22.6) | Harry Williams (2005, WR, score 22.9) | Leland Taylor (1997, DT, score 22.6)","Tony Palmer (2006, G, Missouri) graded 22.4. Tier: Low-probability profile. Position rank in class: #20. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",12.4,0.0,3.7,48.5,Miss,Drafted about right,neutral,neutral,card-neutral,False,False,Undrafted / replacement outcome,999,Drafted about right,mature,32.0,Actual Value Score,0.0,0.0,0.0,0.0,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.656854249492381,50.1,9.7,7.0710678118654755,36.2,36.5,actual_value,36.2,24.1,35.7,32.0,Actual Value Score,neutral,223,20,Class #223 / IOL #20
Aaron Merz,2006,G,IOL,IOL,California,7.0,248.0,Late Day 3 pick,207,18,8.8,15.0,26.7,21.3,27.7,47.3,0.474,0.47,0.527,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Wayne Lucier (2003, G, score 26.4) | Scott Mruczkowski (2005, C, score 26.1) | Jeff Smith (1996, C, score 25.5) | Larry Turner (2004, C, score 27.9) | Adam Timmerman (1995, G, score 27.0)","Patrick Estes (2005, TE, score 26.5) | Wayne Lucier (2003, G, score 26.4) | Shyrone Stith (2000, RB, score 26.6) | Lewis Kelly (2000, T, score 25.8) | Chris Massey (2002, RB, score 27.0)","Aaron Merz (2006, G, California) graded 26.7. Tier: Low-probability profile. Position rank in class: #18. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",12.5,1.0,10.3,48.8,Miss,Drafted about right,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220,Drafted about right,mature,32.0,Actual Value Score,0.0,0.0,0.0,1.0,,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.291502622129181,50.1,8.6,26.022499333339947,42.5,43.0,actual_value,42.5,26.7,36.3,32.0,Actual Value Score,neutral,213,19,Class #213 / IOL #19
Ben Grubbs,2007,G,IOL,IOL,Auburn,1.0,29.0,Round 1 pick,26,3,88.9,86.7,79.6,93.5,83.0,56.4,0.553,0.514,0.436,Starter-caliber profile,Starter-level hit,Strong value,70.0,Medium confidence,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,"Dave Rimington (1983, C, score 80.5) | Don Mosebar (1983, C, score 81.0) | Randall McDaniel (1988, G, score 78.9) | Tom Ricketts (1989, G, score 81.1) | Jermane Mayberry (1996, G, score 81.6)","Marc Colombo (2002, T, score 79.8) | Marcus Nash (1998, WR, score 79.5) | Chris Canty (1997, DB, score 79.2) | Trezelle Jenkins (1995, T, score 79.5) | Aaron Gibson (1999, T, score 79.7)","Ben Grubbs (2007, G, Auburn) graded 79.6. Tier: Starter-caliber profile. Position rank in class: #3. Draft capital: Round 1 pick. Draft value read: Strong value. Model confidence: Medium confidence. Why: top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile.",15.8,56.0,88.6,54.8,Starter Hit,Drafted about right,neutral,neutral,card-neutral,False,False,Round 2 caliber,64,Drafted about right,mature,69.9,Actual Value Score,0.0,2.0,9.0,56.0,,26.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,50.715633383201094,50.1,90.9,174.09997722836877,69.3,71.1,actual_value,69.3,81.3,81.6,69.9,Actual Value Score,neutral,42,2,Class #42 / IOL #2
Arron Sears,2007,G,IOL,IOL,Tennessee,2.0,35.0,Round 2 pick,27,4,88.4,80.0,79.4,93.1,83.1,56.2,0.55,0.533,0.438,Starter-caliber profile,Starter-level hit,Strong value,70.0,Medium confidence,negative_outlier_missed_projection,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,"Travis Claridge (2000, G, score 78.8) | Kevin Glover (1985, C, score 78.1) | Gregg Rakoczy (1987, C, score 80.5) | Doug Widell (1989, G, score 78.6) | Eric Moten (1991, G, score 79.4)","Tony McGee (1993, TE, score 79.4) | Mike Richardson (1983, DB, score 79.3) | Mike Guendling (1984, LB, score 79.3) | Mike Elkins (1989, QB, score 79.3) | Troy Drayton (1993, TE, score 79.3)","Arron Sears (2007, G, Tennessee) graded 79.4. Tier: Starter-caliber profile. Position rank in class: #4. Draft capital: Round 2 pick. Draft value read: Strong value. Model confidence: Medium confidence. Why: top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile.",15.8,14.0,44.0,54.7,Starter Hit,Drafted too early,neutral,neutral,card-neutral,True,False,Early Day 3 caliber,150,Drafted too early,mature,52.0,Actual Value Score,0.0,0.0,2.0,14.0,,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,16.792382975152425,50.1,36.6,96.10877756861585,57.0,58.1,actual_value,57.0,70.4,73.1,52.0,Actual Value Score,neutral,107,8,Class #107 / IOL #8
Justin Blalock,2007,G,IOL,IOL,Texas,2.0,39.0,Round 2 pick,41,5,82.2,73.3,74.3,86.2,77.6,55.7,0.548,0.517,0.443,Rotational / contributor profile,Useful contributor,Fair value,70.0,Medium confidence,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,"Courtney Hall (1989, C, score 74.6) | Dermontti Dawson (1988, C, score 74.1) | Matt O'Dwyer (1995, G, score 74.7) | Toniu Fonoti (2002, G, score 76.0) | Joe Valerio (1991, C, score 74.4)","Je'Rod Cherry (1996, DB, score 74.3) | Stanford Routt (2005, DB, score 74.4) | Mike Brown (2000, DB, score 74.0) | Josh Bullocks (2005, DB, score 74.5) | Lewis Billups (1986, DB, score 74.5)","Justin Blalock (2007, G, Texas) graded 74.3. Tier: Rotational / contributor profile. Position rank in class: #5. Draft capital: Round 2 pick. Draft value read: Fair value. Model confidence: Medium confidence. Why: top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile.",15.4,55.0,87.9,54.0,Useful Contributor,Drafted about right,neutral,neutral,card-neutral,False,False,Round 2 caliber,64,Drafted about right,mature,66.8,Actual Value Score,0.0,0.0,8.0,55.0,,55.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,33.67438827398266,50.1,78.0,153.3886191206894,66.2,67.9,actual_value,66.2,76.6,72.3,66.8,Actual Value Score,neutral,54,3,Class #54 / IOL #3
Ryan Kalil,2007,C,IOL,IOL,USC,2.0,59.0,Round 2 pick,14,2,93.6,93.3,82.7,97.5,86.5,56.7,0.564,0.534,0.433,Starter-caliber profile,Starter-level hit,Strong value,70.0,Medium confidence,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,"Chris Chester (2006, G, score 83.8) | Justin Smiley (2004, G, score 84.0) | LeCharles Bentley (2002, G, score 81.5) | Barret Robbins (1995, C, score 84.9) | Cory Raymer (1995, C, score 83.3)","Bernard Pollard (2006, DB, score 82.4) | Michael Boulware (2004, DB, score 82.4) | Alonzo Jackson (2003, LB, score 81.4) | Chris Chester (2006, G, score 83.8) | Kris Wilson (2004, TE, score 81.3)","Ryan Kalil (2007, C, USC) graded 82.7. Tier: Starter-caliber profile. Position rank in class: #2. Draft capital: Round 2 pick. Draft value read: Strong value. Model confidence: Medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile.",16.1,72.0,95.5,55.6,Starter Hit,Major value,neutral,good_miss,card-good-miss,False,False,Top-15 caliber,15,Major value,mature,81.5,Actual Value Score,2.0,5.0,9.0,72.0,,71.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,112.89979919597747,50.1,97.5,256.2576133471268,80.7,83.0,actual_value,80.7,83.4,73.6,81.5,Actual Value Score,good_miss,9,1,Class #9 / IOL #1
Samson Satele,2007,C,IOL,IOL,Hawaii,2.0,60.0,Round 2 pick,8,1,96.7,100.0,83.4,98.2,87.5,57.0,0.56,0.555,0.43,Starter-caliber profile,Starter-level hit,Strong value,70.0,Medium confidence,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,"Chris Chester (2006, G, score 83.8) | Justin Smiley (2004, G, score 84.0) | Barret Robbins (1995, C, score 84.9) | Tim Grunhard (1990, C, score 83.8) | Cory Raymer (1995, C, score 83.3)","Chris Chester (2006, G, score 83.8) | Bernard Pollard (2006, DB, score 82.4) | Michael Boulware (2004, DB, score 82.4) | Justin Smiley (2004, G, score 84.0) | Joe Klopfenstein (2006, TE, score 82.4)","Samson Satele (2007, C, Hawaii) graded 83.4. Tier: Starter-caliber profile. Position rank in class: #1. Draft capital: Round 2 pick. Draft value read: Strong value. Model confidence: Medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile.",16.3,48.0,82.7,56.0,Starter Hit,Drafted about right,neutral,neutral,card-neutral,False,False,Round 2 caliber,64,Drafted about right,mature,66.1,Actual Value Score,0.0,0.0,8.0,48.0,,24.0,118.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-3.0,0.0,,,,0.0,33.03926948138519,50.1,76.7,148.85584163645592,65.6,67.1,actual_value,65.6,79.6,73.7,66.1,Actual Value Score,neutral,57,4,Class #57 / IOL #4
Andy Alleman,2007,G,IOL,IOL,Akron,3.0,88.0,Day 2 pick,52,6,77.3,66.7,70.6,81.5,74.3,53.2,0.529,0.526,0.468,Rotational / contributor profile,Useful contributor,Strong Day 2 value,58.0,Low-medium confidence,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Brenden Stai (1995, G, score 71.4) | Richie Incognito (2005, G, score 71.2) | Mike Flanagan (1996, C, score 69.1) | Melvin Fowler (2002, C, score 70.7) | Mike Goff (1998, G, score 70.0)","Matt Ware (2004, DB, score 70.2) | Morlon Greenwood (2001, LB, score 69.7) | Andrew Williams (2003, DE, score 69.8) | Brenden Stai (1995, G, score 71.4) | Kevin Everett (2005, TE, score 69.3)","Andy Alleman (2007, G, Akron) graded 70.6. Tier: Rotational / contributor profile. Position rank in class: #6. Draft capital: Day 2 pick. Draft value read: Strong Day 2 value. Model confidence: Low-medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",14.8,5.0,26.3,53.2,Useful Contributor,Drafted too early,neutral,neutral,card-neutral,True,False,Early Day 3 caliber,150,Drafted too early,mature,42.0,Actual Value Score,0.0,0.0,0.0,5.0,,,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,9.797958971132712,50.1,20.3,62.416713852301434,50.7,51.6,actual_value,50.7,60.6,64.1,42.0,Actual Value Score,neutral,146,11,Class #146 / IOL #11
